fid,id,open_date,name,location,lat,lon,threat,tags,commodity,measure_skim,measure_shore,measure_bio,measure_disperse,measure_burn,max_ptl_release_gallons,posts,description
95,10432,2022/03/22,"Sailing Vessel Sunk Off Santa Cruz, CA","off Santa Cruz, CA",36.93527778,-122.05333333,Other,,Marine debris,,,,,,0,0,"On the evening of 22-MAR-2022, Monterey Bay National Marine Sanctuary staff contacted their SSC regarding a sailing vessel that had sunk off Santa Cruz, CA the prior evening.  The last known position was roughly one mile south of Terrace Point.  No fuel is expected on board, so the Sanctuary requested a drift estimate of the S/V as it sunk to assist the owner in relocating & removing it."
96,10425,2022/03/08,"Diesel release - offshore Bodega Bay, CA;","Salmon Creek, CA",38.33972222,-123.13061111,Oil,,Diesel,,,,,,200,1,"Om March 8, 2022, NOAA received a request from USCG Sector San Francisco for trajectory and fate information for a release of a maximum volume of 200 gallons of diesel fuel from a sunken crab fishing vessel approximately 3 nm offshore of Bodega Bay (Salmon Creek). The reported latitude/longitude is 38° 20.258N, 123° 07.727 W."
98,10401,2021/12/22,"Tarballs off Bolsa Chica Ecological Reserve, Huntington Beach, CA","Huntington Beach, CA",33.68333333,-118.06216667,Oil,,Crude oil,1,1,,,,,0,"On December 22, 2021, the USCG Sector LA/Long Beach contacted their NOAA SSC regarding a report of sheen and tarballs offshore of Bolsa Chica Ecological Reserve.  Initial USCG overflight info indicates two small areas of rainbow sheen roughly 150’ by 100’ and by 200’, while on-water (vessel-based) observations described some tarballs amongst the sheen.  USCG has requested trajectory support."
99,10394,2021/12/15,"61-ft Paddleboat Sinking, Long Beach, CA","Long Beach, CA",33.75542,-118.1587429,Oil,,diesel,,,,,,100,0,"On 15-DEC-2021, the Newport Princess, a 61-ft paddleboat, was observed sitting very low in the water and potentially sinking.  The paddleboat is very near to the shoreline and has approximately 100 gallons of diesel onboard.  Sector LA/LB is requesting a trajectory and fates analysis and a 3-day weather forecast for the location."
100,10396,2021/12/15,"Black Oil Slick; Huntington Beach, CA","Huntington Beach, CA",33.686353,-118.0522139,Oil,,Crude oil,1,1,,,,,0,"On 15-Dec-2021, Sector LA-Longbeach received a report of a black oil slick 30 feet by 90 feet in Huntington Beach near Bolsa Chica.  They have requested a trajectory."
101,10395,2021/12/15,"Transient Vessel Sinking at West Basin, Long Beach, CA","Long Beach, CA",33.7505,-118.23344,Oil,,diesel,,,,,,500,0,"On 15-Dec-2021, a 44-ft transient vessel was found to be sinking and was towed to Pier 10, West Basin, Long Beach.  The vessel is at risk of sinking at the dock with a potential of 500 gallons of diesel onboard.  Sector LA/LB is requesting a fates analysis and trajectory for the next few days to determine potential environmental risk."
102,10392,2021/12/11,"Sheen near Platform Holly; Santa Barbara, CA","Santa Barbara, CA",34.38883333,-119.90616667,Oil,,Crude oil,,,,,,,0,"On the morning of 11-DEC-2021, USCG Marine Safety Detachment (MSD) Santa Barbara contacted their NOAA SSC regarding a sheen report near Platform Holly.  On 10-DEC-2021, a member of the public took uncrewed aerial system (UAS aka “drone”) photos of sheen which were picked up by local media.  Coal Oil Point seeps are among the most active natural seep areas in the world, releasing an estimated 6,500-7,000 gallons/day of oil.  Platform Holly and other nearby platforms have been shut-in since the Refugio pipeline spill in 2015 and Holly is undergoing decommissioning by the State of CA.  Decommissioning crews report no releases from the platform.  A first light overflight by USCG observed a large, crescent-shaped area of sheen (4 miles east/west by 2 miles north/south).  MSD Santa Barbara requested an oil fate & transport estimate."
103,10388,2021/11/29,"Mystery Drum, adrift Columbia River","Astoria, OR",46.20313,-123.89564,Other,Adrift|Mystery Substance,Unknown,,,,,,,0,"On November 29, 2021, the USCG Sector Columbia River IMD Astoria requested a trajectory of a partially afloat 50-gallon mystery drum adrift in the Columbia River. There is no visible sheen."
105,10383,2021/11/14,"Abandoned Vessel Sinking in Friday Harbor; Friday Harbor, WA","Friday Harbor, WA",48.536874,-123.015684,Oil,,,,,,,,,0,At 0900 in the morning of 14 NOV 2021 an abandoned 30ft vessel sank alongside a dock in Friday Harbor. An unknown amount of gasoline was on board the vessel and sheening was seen coming from the vessel after it sank. The vessel is planned to be refloated later in the day. Boom was placed around the vessel. USCG requested a trajectory.
108,10374,2021/10/22,"Container Ship with Containers Overboard; Washington Coast",Washington Coast & B.C.,48.3384817,-123.36067,Other,,Approx. 110 containers,,1,,,,,1,On the morning of OCT 22 at 0800 the NW SSC was notified of a container ship approximately 40 miles west of the entrance to the Straits of Juan de Fuca lost about 40 containers overboard on the evening of OCT 21 at 2330. Their is a potential the overboard containers contain chemicals. Sector Puget Sound requested trajectories for the containers.
109,10370,2021/10/18,"Mystery Sheen off Coos Bay, OR",Offshore Oregon,43.53472222,-124.69611111,Other,,,,,,,,,0,"On 10/19/21, USCG Sector Columbia River contacted the SSC regarding the NRC notification based on the NESDIS Marine Pollution Surveillance Report (MPSR) image 10/18/21 at 0271 UTC that reports an anomaly that is unconfirmed as oil approx. 21 nm NW of Coos Bay, OR. Phone support was requested."
110,10369,2021/10/15,"48' Grada Marie; 1.5 miles North of Tatoosh Island, WA","1.5 miles North of Tatoosh Island, WA",48.4092,-124.775,Oil,,Diesel,,,,,,400,0,"On October 15, 2021, the USCG notified the NOAA SSC of a 48’ wooden hulled Makah Tribal Vessel Garda Marie that sank 1.5 miles north of Tatoosh Island. The vessel sank in approx. 660-840 feet of water. The vessel has approx. 400 gallons diesel and 10 gallons motor oil on board and fish in the cargo hold. The location is approximate based on the observed debris field, no sheen was observed. The USCG has an overflight scheduled this morning. CG requests a Resources at Risk."
111,10363,2021/10/04,"42' Sailing Vessel Aground, Nedonna Beach, OR","Nedonna Beach, OR",45.6414716151665,-123.943462371826,Oil,,gasoline,,,,,,60,0,"At 0800 on 04-Oct-2021, USCG Sector Columbia River contacted the SSC. A 42’ sailing vessel is aground on Nedonna Beach, OR. The CG is going to the scene and conducting an overflight this morning. Request phone support to identify sensitive wildlife areas in the vicinity of the grounded vessel."
112,10362,2021/10/03,"Vessel Aground, Doughty Point, NW Orcas Island, WA","Doughty Point, NW Orcas Island, WA",48.7123196809243,-122.951431274414,Oil,,gasoline,,,,,,120,0,"On 10/21/2021, the USCG Sector Puget Sound called the SSC about a vessel aground off Doughty Point on the NW corner of Orcas Island. The 30-36' private crabbing vessel (name unknown) is hard aground with a potential of approx. 120 gallons gasoline on board. There is currently no release or sheen. They have requested POC's for managers in the area and resources at risk. The CG is working with the vessel owner on a salvage plan."
113,10361,2021/10/02,"Pipeline Spill Huntington Beach, CA; United States",United States,33.63805556,-118.08666667,Oil,Pipeline,Crude Oil,1,1,,,,24696,28,"At 0840 hrs on 02-OCT-2021, USCG Sector Los Angeles/Long Beach contacted their NOAA SSC regarding a spill report.  NRC Report No. 1318437 described an unknown sheen in the water at 1813 hrs local time on 01-OCT.  Roughly 45 minutes later, a SENTINEL 1-A satellite image was obtained that became the basis for a NESDIS Marine Pollution Surveillance Report (MPSR) issued at 0015 hrs local (0815 UTC) on 02-OCT.  USCG field teams investigating the reports in the morning, observed a large area of thick in the vicinity of the NRC and MPSR reports, black oil roughly 3.25 NM offshore and requested trajectory support."
115,10351,2021/08/29,"PC PERFECT CAST sunk off Point Reyes, CA","Off Point Reyes, CA",37.858333,-123.173333,Oil,,Diesel,,,,,,280,0,"On August 29, 2021, the USCG Sector San Francisco contacted their NOAA SSC to report the sinking of the PC PERFECT CAST about 13 NM southwest of Point Reyes. She was taking on water while under tow and reportedly sank around 1300 hrs.  The vessel is believed to be carrying 280 gallons of diesel, but there are currently no reports of sheening.  USCG requested trajectory support in the event of a release."
117,10337,2021/08/18,"Fish Magnet Aground; Big Sur, CA","Big Sur, CA",36.252617,-121.836483,Oil,,Diesel,,,,,,1400,0,"On 18-Aug-2021, the 54' vessel FISH MAGNET ran aground in Monterey Bay.   Approximately 1400 gallons of diesel on board. No sheen was observed at the time of grounding. The vessel is in the active surf zone.  Sector San Francisco is requesting a fates analysis and trajectory."
120,10329,2021/08/03,"P/C JI-ME II sunk; Inverness, CA 94937, USA","Inverness, CA 94937, USA",38.20555556,-122.97216667,Oil,,Diesel,,,,,,200,0,"On the afternoon of 03-AUG-2021, USCG Sector San Francisco contacted their NOAA SSC regarding a sunken 30' fiberglass pleasure craft JI-ME II.  The vessel is reportedly carrying 200 gallons of diesel on board and was observed sheening near the surf zone, just north of Driftwood Beach on Tomales Point.  USCG requested information on the likely fate of the diesel."
124,10320,2021/07/15,"PC GODFATHER sinking; off Seal Beach, CA","off Seal Beach, CA",33.725,-118.13877778,Oil,,Diesel,,,,,,500,0,"On 15-JUL-2021, USCG Sector Los Angeles/Long Beach contacted their NOAA SSC regarding the  65’ pleasure craft GODFATHER that was partially sunk and drifting, roughly 1 mile off Seal Beach, CA.  She is believed to be carrying roughly 500 gallons diesel on board, though no sheening has been observed, and is expected to make landfall in the vicinity of Seal Beach by 2100 hrs this evening.  USCG requested a hypothetical “what if” trajectory under two scenarios:  1) if the vessel contacts shore and begins to leak, and  2) if it sinks while at anchor offshore where fuel offloading may be attempted."
125,10318,2021/07/15,"PC RELENTLESS sunk; off Carlsbad, CA","off Carlsbad, CA",33.11666667,-117.46666667,Oil,,Diesel,,,,,,750,0,"On 15-JUL-2021, USCG Sector San Diego contacted their NOAA SSC regarding the  sunken pleasure craft RELENTLESS that had caught fire and sank roughly 7 miles off Carlsbad, CA in roughly 1,600 feet of water.  The vessel had a maximum capacity of 750 gallons diesel and some sheening had been observed from a USCG aircraft after the vessel sank.  USCG requested information on oil fate & transport"
126,10319,2021/07/14,"Columbia River Unknown Substance; 80421 Quincy Mayger Rd, Clatskanie, OR 97016, USA","Clatskanie, OR",46.168915,-123.109528,Other,Mystery Substance,,,,,,,,0,"On the evening of July 14, 2021 but NOAA NW SSC received a call from USCG Sector Columbia River about a milky, white discoloration in the Columbia River between Crims Island and Fisher Island along the Oregon boarder. There was no spill or sheening reported. The USCG asked for any biological or natural events that could cause the discoloration."
127,10316,2021/07/13,"Towed Vessel sinking near Bellingham, WA; Whatcom County, WA, USA","Whatcom County, WA, USA",48.861167,-122.808167,Oil,,diesel,,,,,,100,0,"On July 13, 2021, the NOAA SSC was notified of the sinking of a 79ft vessel being towed from Blaine to Bellingham, WA near Squalicum Harbor. An unknown about of Red dye diesel was seen in the water with the potential to have a total of 100gal. USCG has a vessel on scene that pulled three people out of the water, and an over flight is scheduled. NOAA is working with Washington Ecology and Department of Fish and Wildlife to produce a Resources at Risk."
128,10315,2021/07/11,"Bulk Carrier Aground Columbia River; Columbia River, Longview, WA 98632, USA","Columbia River, Longview, WA 98632, USA",46.120558,-122.978691,Oil,Grounding,,,,,,,,0,"On July 11, 2021, the NOAA SSC received a call from Sector Columbia River about a 580 foot long bulk carrier that had run aground in low tide in the Columbia River about a mile down stream of the Louis and Clark Bridge. A tug is was standing by to assist with refloating the carrier at high tide. The NOAA SSC provided a verbal resources at risk assessment."
129,10312,2021/07/09,"Sheen report; Off Point Piedras Blancas, CA","Off Point Piedras Blancas, CA",35.77166667,-121.46666667,Oil,,Seep oil,,,,,,,0,"On the morning of 09-JUL-2021, a sailing vessel reported a large area of sheen roughly 4.5 miles offshore and 11 miles NW of Point Piedras Blancas.  The reporting party indicated that it covered a large area, extending “beyond what the eye can see, it took 15 minutes to sail… through and it is a rainbow sheen with sludge in it.” (from NRC Report No. 1310177).  USCG Sector San Francisco contacted their NOAA SSC to discuss the report, as natural oil seeps are known to be in the area.  A USCG overflight was scheduled and Sector SF was interested if NOAA NESDIS might have suitable satellite imagery covering that area."
